[goal3834] Numba PIP baseline start
[goal3310] points=512 polygons=478
[goal3310] exact_count=1417
[goal3310] single warmup 1/3
[goal3310] single warmup 2/3
[goal3310] single warmup 3/3
[goal3310] single repeat 1/12 0.207126 ms
[goal3310] single repeat 2/12 0.207254 ms
[goal3310] single repeat 3/12 0.205434 ms
[goal3310] single repeat 4/12 0.203482 ms
[goal3310] single repeat 5/12 0.210039 ms
[goal3310] single repeat 6/12 0.202166 ms
[goal3310] single repeat 7/12 0.209870 ms
[goal3310] single repeat 8/12 0.200604 ms
[goal3310] single repeat 9/12 0.201317 ms
[goal3310] single repeat 10/12 0.203273 ms
[goal3310] single repeat 11/12 0.202255 ms
[goal3310] single repeat 12/12 0.201513 ms
[goal3310] batch 1 executor prepared effective_streams=1
[goal3310] batch 1 warmup 1/3
[goal3310] batch 1 warmup 2/3
[goal3310] batch 1 warmup 3/3
[goal3310] batch 1 repeat 1/8 total=0.243504 ms per=0.243504 ms
[goal3310] batch 1 repeat 2/8 total=0.206188 ms per=0.206188 ms
[goal3310] batch 1 repeat 3/8 total=0.196920 ms per=0.196920 ms
[goal3310] batch 1 repeat 4/8 total=0.196821 ms per=0.196821 ms
[goal3310] batch 1 repeat 5/8 total=0.197429 ms per=0.197429 ms
[goal3310] batch 1 repeat 6/8 total=0.195139 ms per=0.195139 ms
[goal3310] batch 1 repeat 7/8 total=0.194557 ms per=0.194557 ms
[goal3310] batch 1 repeat 8/8 total=0.193371 ms per=0.193371 ms
[goal3310] batch 100 executor prepared effective_streams=16
[goal3310] batch 100 warmup 1/3
[goal3310] batch 100 warmup 2/3
[goal3310] batch 100 warmup 3/3
[goal3310] batch 100 repeat 1/8 total=2.376202 ms per=0.023762 ms
[goal3310] batch 100 repeat 2/8 total=2.392909 ms per=0.023929 ms
[goal3310] batch 100 repeat 3/8 total=2.395725 ms per=0.023957 ms
[goal3310] batch 100 repeat 4/8 total=2.401439 ms per=0.024014 ms
[goal3310] batch 100 repeat 5/8 total=2.390800 ms per=0.023908 ms
[goal3310] batch 100 repeat 6/8 total=2.400258 ms per=0.024003 ms
[goal3310] batch 100 repeat 7/8 total=2.398795 ms per=0.023988 ms
[goal3310] batch 100 repeat 8/8 total=2.394645 ms per=0.023946 ms
