[goal3834] Numba PIP baseline start
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 54/55 elapsed=0.071774s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 55/55 elapsed=0.074535s count=174
[goal3838] overlay_county512_soil512 RTDL/OptiX route start
[goal3310] load RayJoin PIP case
[goal3310] points=512 polygons=478
[goal3310] exact_count=1417
[goal3310] single warmup 1/3
[goal3310] single warmup 2/3
[goal3310] single warmup 3/3
[goal3310] single repeat 1/12 0.374118 ms
[goal3310] single repeat 2/12 0.372929 ms
[goal3310] single repeat 3/12 0.372484 ms
[goal3310] single repeat 4/12 0.371702 ms
[goal3310] single repeat 5/12 0.384259 ms
[goal3310] single repeat 6/12 0.369339 ms
[goal3310] single repeat 7/12 0.369263 ms
[goal3310] single repeat 8/12 0.370197 ms
[goal3310] single repeat 9/12 0.369318 ms
[goal3310] single repeat 10/12 0.370120 ms
[goal3310] single repeat 11/12 0.369211 ms
[goal3310] single repeat 12/12 0.368821 ms
[goal3310] batch 1 executor prepared effective_streams=1
[goal3310] batch 1 warmup 1/3
[goal3310] batch 1 warmup 2/3
[goal3310] batch 1 warmup 3/3
[goal3310] batch 1 repeat 1/8 total=0.366534 ms per=0.366534 ms
[goal3310] batch 1 repeat 2/8 total=0.370559 ms per=0.370559 ms
[goal3310] batch 1 repeat 3/8 total=0.368962 ms per=0.368962 ms
[goal3310] batch 1 repeat 4/8 total=0.368595 ms per=0.368595 ms
[goal3310] batch 1 repeat 5/8 total=0.366628 ms per=0.366628 ms
[goal3310] batch 1 repeat 6/8 total=0.365402 ms per=0.365402 ms
[goal3310] batch 1 repeat 7/8 total=0.365067 ms per=0.365067 ms
[goal3310] batch 1 repeat 8/8 total=0.367799 ms per=0.367799 ms
[goal3310] batch 100 executor prepared effective_streams=16
[goal3310] batch 100 warmup 1/3
[goal3310] batch 100 warmup 2/3
[goal3310] batch 100 warmup 3/3
[goal3310] batch 100 repeat 1/8 total=4.489358 ms per=0.044894 ms
[goal3310] batch 100 repeat 2/8 total=4.582731 ms per=0.045827 ms
[goal3310] batch 100 repeat 3/8 total=4.541283 ms per=0.045413 ms
[goal3310] batch 100 repeat 4/8 total=4.534853 ms per=0.045349 ms
[goal3310] batch 100 repeat 5/8 total=4.495900 ms per=0.044959 ms
[goal3310] batch 100 repeat 6/8 total=4.476848 ms per=0.044768 ms
[goal3310] batch 100 repeat 7/8 total=4.571160 ms per=0.045712 ms
[goal3310] batch 100 repeat 8/8 total=4.481294 ms per=0.044813 ms
