[goal3834] Numba PIP baseline start
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 50/220 elapsed=0.023374s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 51/220 elapsed=0.023405s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 52/220 elapsed=0.023334s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 53/220 elapsed=0.023301s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 54/220 elapsed=0.023277s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 55/220 elapsed=0.023383s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 56/220 elapsed=0.023308s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 57/220 elapsed=0.023317s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 58/220 elapsed=0.023277s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 59/220 elapsed=0.023310s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 60/220 elapsed=0.023324s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 61/220 elapsed=0.023340s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 62/220 elapsed=0.023348s count=269
[goal3838] lsi/numba_dense_all_pairs_scalar_count repeat 63/220 elapsed=0.023353s count=269
