[goal3834] Numba PIP baseline start
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 32/55 elapsed=0.039665s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 33/55 elapsed=0.039643s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 34/55 elapsed=0.039559s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 35/55 elapsed=0.040372s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 36/55 elapsed=0.040380s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 37/55 elapsed=0.039776s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 38/55 elapsed=0.039496s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 39/55 elapsed=0.039478s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 40/55 elapsed=0.041181s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 41/55 elapsed=0.039968s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 42/55 elapsed=0.041034s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 43/55 elapsed=0.040792s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 44/55 elapsed=0.039866s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 45/55 elapsed=0.039580s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 46/55 elapsed=0.039747s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 47/55 elapsed=0.042307s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 48/55 elapsed=0.039761s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 49/55 elapsed=0.039683s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 50/55 elapsed=0.039940s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 51/55 elapsed=0.039756s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 52/55 elapsed=0.039671s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 53/55 elapsed=0.039519s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 54/55 elapsed=0.040661s count=174
[goal3838] overlay_seed/numba_dense_all_pairs_scalar_count repeat 55/55 elapsed=0.040002s count=174
[goal3838] overlay_county512_soil512 RTDL/OptiX route start
[goal3310] load RayJoin PIP case
[goal3310] points=512 polygons=478
[goal3310] exact_count=1417
[goal3310] single warmup 1/3
[goal3310] single warmup 2/3
[goal3310] single warmup 3/3
[goal3310] single repeat 1/12 0.277653 ms
[goal3310] single repeat 2/12 0.186533 ms
[goal3310] single repeat 3/12 0.182629 ms
[goal3310] single repeat 4/12 0.180602 ms
[goal3310] single repeat 5/12 0.182770 ms
[goal3310] single repeat 6/12 0.182942 ms
[goal3310] single repeat 7/12 0.180349 ms
[goal3310] single repeat 8/12 0.180587 ms
[goal3310] single repeat 9/12 0.180192 ms
[goal3310] single repeat 10/12 0.182837 ms
[goal3310] single repeat 11/12 0.183001 ms
[goal3310] single repeat 12/12 0.182308 ms
[goal3310] batch 1 executor prepared effective_streams=1
[goal3310] batch 1 warmup 1/3
[goal3310] batch 1 warmup 2/3
[goal3310] batch 1 warmup 3/3
[goal3310] batch 1 repeat 1/8 total=0.172608 ms per=0.172608 ms
[goal3310] batch 1 repeat 2/8 total=0.176586 ms per=0.176586 ms
[goal3310] batch 1 repeat 3/8 total=0.175267 ms per=0.175267 ms
[goal3310] batch 1 repeat 4/8 total=0.173777 ms per=0.173777 ms
[goal3310] batch 1 repeat 5/8 total=0.174239 ms per=0.174239 ms
[goal3310] batch 1 repeat 6/8 total=0.174537 ms per=0.174537 ms
[goal3310] batch 1 repeat 7/8 total=0.171937 ms per=0.171937 ms
[goal3310] batch 1 repeat 8/8 total=0.172593 ms per=0.172593 ms
[goal3310] batch 100 executor prepared effective_streams=16
[goal3310] batch 100 warmup 1/3
[goal3310] batch 100 warmup 2/3
[goal3310] batch 100 warmup 3/3
[goal3310] batch 100 repeat 1/8 total=14.541082 ms per=0.145411 ms
[goal3310] batch 100 repeat 2/8 total=14.556117 ms per=0.145561 ms
[goal3310] batch 100 repeat 3/8 total=14.533289 ms per=0.145333 ms
[goal3310] batch 100 repeat 4/8 total=14.550097 ms per=0.145501 ms
[goal3310] batch 100 repeat 5/8 total=14.536314 ms per=0.145363 ms
[goal3310] batch 100 repeat 6/8 total=14.561377 ms per=0.145614 ms
[goal3310] batch 100 repeat 7/8 total=14.537461 ms per=0.145375 ms
[goal3310] batch 100 repeat 8/8 total=14.557123 ms per=0.145571 ms
