goal,status,structured_revision_count,goal_archive_count,report_count,ad_hoc_review_count,primary_structured_revision,primary_goal_archive,sample_report,sample_ad_hoc_review
184,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_184_v0_3_final_status_package.md,docs/reports/goal184_external_review_claude_2026-04-09.md,history/ad_hoc_reviews/2026-04-09-codex-consensus-goal184-v0_3-final-status-package.md
185,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_185_orbit_support_star_stability_candidate.md,docs/reports/goal185_external_review_claude_2026-04-08.md,history/ad_hoc_reviews/2026-04-08-codex-consensus-goal185-orbit-support-star-stability-candidate.md
186,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_186_front_surface_video_refresh.md,docs/reports/goal186_external_review_claude_2026-04-09.md,history/ad_hoc_reviews/2026-04-09-codex-consensus-goal186-front-surface-video-refresh.md
187,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_187_v0_3_code_and_docs_audit.md,docs/reports/goal187_external_review_claude_2026-04-09.md,history/ad_hoc_reviews/2026-04-09-codex-consensus-goal187-v0_3-code-and-docs-audit.md
188,no_direct_goal_id_artifact_found,0,0,0,0,,,,
189,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_189_native_engine_reconstruction.md,docs/reports/goal189_external_review_claude_2026-04-09.md,history/ad_hoc_reviews/2026-04-09-codex-consensus-goal189-native-engine-reconstruction.md
190,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_190_visual_demo_example_reorg.md,docs/reports/goal190_external_review_claude_2026-04-09.md,history/ad_hoc_reviews/2026-04-09-codex-consensus-goal190-visual-demo-example-reorg.md
191,goal_doc_archive_only,0,1,6,1,,docs/history/goals/archive/goal_191_v0_3_comprehensive_verification.md,docs/reports/goal191_execution_review_claude_2026-04-09.md,history/ad_hoc_reviews/2026-04-09-codex-consensus-goal191-v0_3-comprehensive-verification.md
192,goal_doc_archive_only,0,1,6,1,,docs/history/goals/archive/goal_192_v0_3_comprehensive_doc_review.md,docs/reports/goal192_execution_review_claude_2026-04-09.md,history/ad_hoc_reviews/2026-04-09-codex-consensus-goal192-v0_3-comprehensive-doc-review.md
193,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_193_v0_4_direction_decision.md,docs/reports/goal193_v0_4_direction_decision_2026-04-09.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal193-193-v0-4-direction-decision.md
194,goal_doc_archive_only,0,1,1,1,,docs/history/goals/archive/goal_194_v0_4_content_package.md,docs/reports/goal194_v0_4_content_package_2026-04-09.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal194-194-v0-4-content-package.md
195,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_195_v0_4_working_plan.md,docs/reports/goal195_v0_4_working_plan_2026-04-09.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal195-195-v0-4-working-plan.md
196,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_196_fixed_radius_neighbors_contract.md,docs/reports/claude_goal196_fixed_radius_neighbors_contract_review_2026-04-09.md,history/ad_hoc_reviews/2026-04-09-codex-consensus-goal196-fixed-radius-neighbors-contract.md
197,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_197_fixed_radius_neighbors_dsl_surface.md,docs/reports/claude_goal197_fixed_radius_neighbors_dsl_surface_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal197-fixed-radius-neighbors-dsl-surface.md
198,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_198_fixed_radius_neighbors_truth_path.md,docs/reports/claude_goal198_fixed_radius_neighbors_truth_path_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal198-fixed-radius-neighbors-truth-path.md
199,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_199_fixed_radius_neighbors_cpu_oracle.md,docs/reports/claude_goal199_fixed_radius_neighbors_cpu_oracle_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal199-fixed-radius-neighbors-cpu-oracle.md
200,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_200_fixed_radius_neighbors_embree.md,docs/reports/claude_goal200_fixed_radius_neighbors_embree_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal200-fixed-radius-neighbors-embree.md
201,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_201_fixed_radius_neighbors_external_baselines.md,docs/reports/claude_goal201_fixed_radius_neighbors_external_baselines_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal201-fixed-radius-neighbors-external-baselines.md
202,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_202_knn_rows_contract.md,docs/reports/gemini_goal202_knn_rows_contract_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal202-knn-rows-contract.md
203,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_203_knn_rows_dsl_surface.md,docs/reports/gemini_goal203_knn_rows_dsl_surface_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal203-knn-rows-dsl-surface.md
204,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_204_knn_rows_truth_path.md,docs/reports/gemini_goal204_knn_rows_truth_path_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal204-knn-rows-truth-path.md
205,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_205_knn_rows_cpu_oracle.md,docs/reports/gemini_goal205_knn_rows_cpu_oracle_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal205-knn-rows-cpu-oracle.md
206,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_206_knn_rows_embree.md,docs/reports/gemini_goal206_knn_rows_embree_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal206-knn-rows-embree.md
207,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_207_knn_rows_external_baselines.md,docs/reports/gemini_goal207_knn_rows_external_baselines_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal207-knn-rows-external-baselines.md
208,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_208_v0_4_public_example_chain.md,docs/reports/gemini_goal208_v0_4_public_example_chain_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal208-v0_4-public-example-chain.md
209,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_209_v0_4_bounded_scaling_note.md,docs/reports/gemini_goal209_v0_4_bounded_scaling_note_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal209-v0_4-bounded-scaling-note.md
210,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_210_v0_4_preview_release_surface.md,docs/reports/gemini_goal210_v0_4_preview_release_surface_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal210-v0_4-preview-release-surface.md
211,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_211_v0_4_doc_consistency_audit.md,docs/reports/gemini_goal211_v0_4_doc_consistency_audit_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal211-v0_4-doc-consistency-audit.md
212,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_212_v0_4_full_audit.md,docs/reports/claude_goal212_v0_4_full_audit_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal212-v0_4-full-audit.md
213,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_213_v0_4_release_packaging_prep.md,docs/reports/gemini_goal213_v0_4_release_packaging_prep_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal213-213-v0-4-release-packaging-prep.md
214,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_214_v0_4_application_examples_and_sql.md,docs/reports/gemini_goal214_v0_4_application_examples_and_sql_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal214-214-v0-4-application-examples-and-sql.md
215,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_215_v0_4_gpu_rework_proposal.md,docs/reports/claude_goal215_v0_4_gpu_rework_proposal_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal215-v0_4-gpu-rework-proposal.md
216,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_216_fixed_radius_neighbors_optix.md,docs/reports/claude_goal216_fixed_radius_neighbors_optix_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal216-216-fixed-radius-neighbors-optix.md
217,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_217_knn_rows_optix.md,docs/reports/gemini_goal217_knn_rows_optix_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal217-knn-rows-optix.md
218,goal_doc_archive_only,0,1,4,1,,docs/history/goals/archive/goal_218_fixed_radius_neighbors_vulkan.md,docs/reports/claude_goal218_fixed_radius_neighbors_vulkan_implementation_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal218-fixed-radius-neighbors-vulkan.md
219,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_219_knn_rows_vulkan.md,docs/reports/gemini_goal219_knn_rows_vulkan_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal219-knn-rows-vulkan.md
220,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_220_v0_4_gpu_status_refresh.md,docs/reports/gemini_goal220_v0_4_gpu_status_refresh_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal220-220-v0-4-gpu-status-refresh.md
221,no_direct_goal_id_artifact_found,0,0,0,0,,,,
222,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_222_windows_harness_portability_closure.md,docs/reports/gemini_goal222_windows_harness_portability_closure_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal222-windows-harness-portability-closure.md
223,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_223_vulkan_harness_integration.md,docs/reports/gemini_goal223_vulkan_harness_integration_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal223-vulkan-harness-integration.md
224,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_224_gpu_goal_closure_pack.md,docs/reports/gemini_goal224_gpu_goal_closure_pack_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal224-224-gpu-closure-pack.md
225,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_225_live_v0_4_doc_refresh.md,docs/reports/gemini_goal225_live_v0_4_doc_refresh_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal225-live-v0_4-doc-refresh.md
226,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_226_final_pre_performance_cleanup.md,docs/reports/gemini_goal226_final_pre_performance_cleanup_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal226-final-pre-performance-cleanup.md
227,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_227_beginner_tutorial_reorganization.md,docs/reports/gemini_goal227_beginner_tutorial_reorganization_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal227-beginner-tutorial-reorganization.md
228,goal_doc_archive_only,0,1,5,1,,docs/history/goals/archive/goal_228_v0_4_heavy_nearest_neighbor_perf.md,docs/reports/gemini_goal228_v0_4_heavy_nearest_neighbor_perf_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal228-heavy-v0_4-nearest-neighbor-perf.md
229,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_229_fixed_radius_neighbors_accelerated_boundary_fix.md,docs/reports/gemini_goal229_fixed_radius_neighbors_accelerated_boundary_fix_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal229-fixed-radius-neighbors-accelerated-boundary-fix.md
230,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_230_clean_release_prep_workspace.md,docs/reports/gemini_goal230_clean_release_prep_workspace_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal230-clean-release-prep-workspace.md
231,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_231_release_surface_alignment.md,docs/reports/gemini_goal231_release_surface_alignment_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal231-release-surface-alignment.md
232,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_232_final_pre_release_verification.md,docs/reports/gemini_goal232_final_pre_release_verification_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal232-final-pre-release-verification.md
233,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_233_final_release_decision_package.md,docs/reports/gemini_goal233_final_release_decision_package_review_2026-04-10.md,history/ad_hoc_reviews/2026-04-10-codex-consensus-goal233-final-release-decision-package.md
234,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_234_external_user_ux_cleanup.md,docs/reports/gemini_goal234_external_user_ux_cleanup_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal234-external-user-ux-cleanup.md
235,no_direct_goal_id_artifact_found,0,0,0,0,,,,
236,goal_doc_archive_only,0,1,1,1,,docs/history/goals/archive/goal_236_v0_4_final_release_gate_and_v0_5_direction.md,docs/reports/goal236_v0_4_final_release_gate_and_v0_5_direction_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal236-236-v0-4-final-release-gate-and-v0-5-direction.md
237,report_or_review_only,0,0,1,0,,,docs/reports/goal237_v0_4_final_review_gate_bundle_2026-04-11.md,
238,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_238_v0_4_consistency_and_presentation_audit.md,docs/reports/gemini_goal238_v0_4_consistency_and_presentation_audit_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal238-238-v0-4-consistency-and-presentation-audit.md
239,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_239_final_public_surface_cleanup.md,docs/reports/gemini_goal239_final_public_surface_cleanup_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal239-239-final-public-surface-cleanup.md
240,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_240_final_release_gate_closure.md,docs/reports/goal240_final_release_gate_closure_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal240-240-final-release-gate-closure.md
241,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_241_system_level_audit_database.md,docs/reports/gemini_goal241_system_level_audit_database_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal241-241-system-level-audit-database.md
242,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_242_front_page_and_tutorial_audit_pass.md,docs/reports/gemini_goal242_front_page_and_tutorial_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal242-242-front-page-and-tutorial-audit-pass.md
243,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_243_release_docs_audit_pass.md,docs/reports/gemini_goal243_release_docs_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal243-243-release-docs-audit-pass.md
244,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_244_examples_audit_pass.md,docs/reports/gemini_goal244_examples_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal244-244-examples-audit-pass.md
245,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_245_code_surface_audit_pass.md,docs/reports/gemini_goal245_code_surface_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal245-245-code-surface-audit-pass.md
246,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_246_verification_surface_audit_pass.md,docs/reports/gemini_goal246_verification_surface_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal246-246-verification-surface-audit-pass.md
247,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_247_archive_surface_audit_pass.md,docs/reports/gemini_goal247_archive_surface_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal247-247-archive-surface-audit-pass.md
248,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_248_follow_up_remediation_pass.md,docs/reports/gemini_goal248_follow_up_remediation_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal248-248-follow-up-remediation-pass.md
249,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_249_native_cpu_oracle_environment_hardening.md,docs/reports/gemini_goal249_native_cpu_oracle_environment_hardening_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal249-249-native-cpu-oracle-environment-hardening.md
250,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_250_feature_docs_audit_pass.md,docs/reports/gemini_goal250_feature_docs_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal250-250-feature-docs-audit-pass.md
251,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_251_architecture_process_docs_audit_pass.md,docs/reports/gemini_goal251_architecture_process_docs_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal251-251-architecture-process-docs-audit-pass.md
252,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_252_archive_and_early_goal_docs_audit_pass.md,docs/reports/gemini_goal252_archive_and_early_goal_docs_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal252-252-archive-and-early-docs-audit-pass.md
253,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_253_v0_3_plus_goal_review_compliance_audit.md,docs/reports/gemini_goal253_v0_3_plus_goal_review_compliance_audit_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal253-253-v0-3-plus-review-compliance-audit.md
254,goal_doc_archive_only,0,1,2,1,,docs/history/goals/archive/goal_254_engineering_support_docs_audit_pass.md,docs/reports/gemini_goal254_engineering_support_docs_audit_pass_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal254-engineering-support-docs-audit-pass.md
255,goal_doc_archive_only,0,1,8,1,,docs/history/goals/archive/goal_255_front_page_rewrite.md,docs/reports/claude_goal255_front_page_final_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal255-front-page-rewrite.md
256,goal_doc_archive_only,0,1,5,1,,docs/history/goals/archive/goal_256_hidden_star_4k_artifact_integration.md,docs/reports/claude_goal256_front_page_and_4k_integration_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal256-hidden-star-4k-artifact-integration.md
257,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_257_v0_5_readiness_current_state_review.md,docs/reports/claude_goal257_v0_5_readiness_current_state_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal257-v0_5-readiness-current-state-review.md
258,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_258_v0_5_paper_consistency_charter.md,docs/reports/gemini_goal258_v0_5_paper_consistency_charter_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal258-v0_5-paper-consistency-charter.md
259,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_259_v0_5_3d_nearest_neighbor_surface_design.md,docs/reports/gemini_goal259_v0_5_3d_nearest_neighbor_surface_design_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal259-v0_5-3d-nearest-neighbor-surface-design.md
260,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_260_v0_5_3d_point_surface_and_reference_path.md,docs/reports/gemini_goal260_v0_5_3d_point_surface_and_reference_path_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal260-v0_5-3d-point-surface-and-reference-path.md
261,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_261_v0_5_native_3d_point_contract_closure.md,docs/reports/gemini_goal261_v0_5_native_3d_point_contract_closure_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal261-v0_5-native-3d-point-contract-closure.md
262,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_262_v0_5_bounded_radius_knn_contract_design.md,docs/reports/gemini_goal262_v0_5_bounded_radius_knn_contract_design_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal262-v0_5-bounded-radius-knn-contract-design.md
263,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_263_v0_5_bounded_knn_rows_surface.md,docs/reports/gemini_goal263_v0_5_bounded_knn_rows_surface_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal263-v0_5-bounded-knn-rows-surface.md
264,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_264_v0_5_bounded_knn_rows_cpu_oracle.md,docs/reports/gemini_goal264_v0_5_bounded_knn_rows_cpu_oracle_review_2026-04-11.md,history/ad_hoc_reviews/2026-04-11-codex-consensus-goal264-v0_5-bounded-knn-rows-cpu-oracle.md
265,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_265_v0_5_rtnn_dataset_registry.md,docs/reports/gemini_goal265_v0_5_rtnn_dataset_registry_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal265-v0_5-rtnn-dataset-registry.md
266,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_266_v0_5_rtnn_baseline_registry.md,docs/reports/gemini_goal266_v0_5_rtnn_baseline_registry_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal266-v0_5-rtnn-baseline-registry.md
267,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_267_v0_5_rtnn_reproduction_matrix.md,docs/reports/gemini_goal267_v0_5_rtnn_reproduction_matrix_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal267-v0_5-rtnn-reproduction-matrix.md
268,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_268_v0_5_bounded_dataset_manifests.md,docs/reports/gemini_goal268_v0_5_bounded_dataset_manifests_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal268-v0_5-bounded-dataset-manifests.md
269,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_269_v0_5_cunsearch_adapter_skeleton.md,docs/reports/gemini_goal269_v0_5_cunsearch_adapter_skeleton_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal269-v0_5-cunsearch-adapter-skeleton.md
270,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_270_v0_5_kitti_bounded_acquisition.md,docs/reports/gemini_goal270_v0_5_kitti_bounded_acquisition_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal270-v0_5-kitti-bounded-acquisition.md
271,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_271_v0_5_kitti_bounded_loader.md,docs/reports/gemini_goal271_v0_5_kitti_bounded_loader_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal271-v0_5-kitti-bounded-loader.md
272,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_272_v0_5_kitti_point_package.md,docs/reports/gemini_goal272_v0_5_kitti_point_package_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal272-v0_5-kitti-point-package.md
273,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_273_v0_5_cunsearch_response_parser.md,docs/reports/gemini_goal273_v0_5_cunsearch_response_parser_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal273-v0_5-cunsearch-response-parser.md
274,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_274_v0_5_bounded_fixed_radius_comparison.md,docs/reports/gemini_goal274_v0_5_bounded_fixed_radius_comparison_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal274-v0_5-bounded-fixed-radius-comparison.md
275,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_275_v0_5_cunsearch_live_driver.md,docs/reports/gemini_goal275_v0_5_cunsearch_live_driver_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal275-v0_5-cunsearch-live-driver.md
276,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_276_v0_5_live_bounded_linux_comparison.md,docs/reports/gemini_goal276_v0_5_live_bounded_linux_comparison_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal276-v0_5-live-bounded-linux-comparison.md
277,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_277_v0_5_kitti_linux_acquisition_prep.md,docs/reports/gemini_goal277_v0_5_kitti_linux_acquisition_prep_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal277-v0_5-kitti-linux-acquisition-prep.md
278,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_278_v0_5_real_kitti_layout_and_offset_support.md,docs/reports/gemini_goal278_v0_5_real_kitti_layout_and_offset_support_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal278-v0_5-real-kitti-layout-and-offset-support.md
279,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_279_v0_5_first_real_kitti_live_comparison.md,docs/reports/gemini_goal279_v0_5_first_real_kitti_live_comparison_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal279-v0_5-first-real-kitti-live-comparison.md
280,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_280_v0_5_cunsearch_live_precision_hardening.md,docs/reports/gemini_goal280_v0_5_cunsearch_live_precision_hardening_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal280-v0_5-cunsearch-live-precision-hardening.md
281,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_281_v0_5_postgis_3d_fixed_radius_support.md,docs/reports/gemini_goal281_v0_5_postgis_3d_fixed_radius_support_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal281-v0_5-postgis-3d-fixed-radius-support.md
282,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_282_v0_5_postgis_3d_index_hardening_and_plan_audit.md,docs/reports/gemini_goal282_v0_5_postgis_3d_index_hardening_and_plan_audit_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal282-v0_5-postgis-3d-index-hardening-and-plan-audit.md
283,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_283_v0_5_kitti_three_way_performance_result.md,docs/reports/gemini_goal283_v0_5_kitti_three_way_performance_result_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal283-v0_5-kitti-three-way-performance-result.md
284,goal_doc_archive_only,0,1,3,1,,docs/history/goals/archive/goal_284_v0_5_kitti_three_way_scaling_boundary.md,docs/reports/gemini_goal284_v0_5_kitti_three_way_scaling_boundary_review_2026-04-12.md,history/ad_hoc_reviews/2026-04-12-codex-consensus-goal284-v0_5-kitti-three-way-scaling-boundary.md
